value,category,name
137190,Product Design,WHAT IF YOUR BIKE SEAT TURNED INTO A TOUGH LOCK?
246719,Tabletop Games,Wyrmwood Magnetic Dice Tower System
280033,Interactive Design,Piper Computer Kit
75885,Video Games,Conclave
65840,Product Design,Lever Gear Toolcard- 40 Tools in 1 Slim Card & Money Clip
91893,Product Design,DM1: Decadent Minimalist One \u2013 Aluminum Wallet
29562,Hardware,myLED - Bringing External Notifications to iPhone and iPad
207804,Games,Horror on the Orient Express: Call of Cthulhu by Chaosium
221826,Fashion,Lexell Stone Watches: A Stone & Stainless Steel Watch
316176,Gadgets,AfterMaster TV. Television Audio Reinvented.
99660,Product Design,SANCTUARY: Bring the outside in.
147206,Tabletop Games,Gnomish Adventurers Box Set
126082,Hardware,"The Siva Cycle Atom - Ride, Charge, Anywhere"
133702,Product Design,"Meet SYRE, The World's First Bluetooth iPod Nano Watch Case"
43933,Product Design,Tactical Whistle
76768,Film &amp; Video,"""The Choice is Ours"" documentary series"
25114,Video Games,Quern - Undying Thoughts
158541,Film &amp; Video,Cinefamily Digital Projection & Theater Restoration!
75603,Product Design,"EverDock Go: Universal Car Dock for iPhone, Android"
20215,Music,Brassft Punk - Daft Punk tribute via New Orleans brass band
86791,Product Design,DYLN \u2014 The Bottle That Creates Alkaline Water On the Go
33732,Product Design,Lightcase | Pop up Photo Studio for Smartphones
66246,Games,The Offworld Collection
85043,Music,The Pine Hill Project: Richard Shindell & Lucy Kaplansky CD
58400,Tabletop Games,"D6 Shooter: A Fast Paced, Press Your Luck Western Dice Game!"
35758,Video Games,Kitaru
109332,Product Design,Hey Joe Coffee Mug - Brew Joe on the Go
65125,Graphic Novels,Oh Joy Sex Toy: Volume 3
40177,Technology,Find My Car Smarter
68282,Comics,Lucky Penny gets a book!
57918,Fiction,Storykiller
27583,Product Design,Snuglet - Keeps your MacBook power cable connected!
61609,Software,CASH Music Platform
108306,Design,FLUX FLAP: iPad Case with MAGNETS for Unlimited Angles
147399,Design,Titanium Tweezers - World's Best ...Guaranteed!
68884,Tabletop Games,Excellence Bicycle\xae Playing Cards Deck
321314,Product Design,"ALPHA - the Holy Grail of Heart Rate (Look Ma, no hands!)"
121508,Footwear,Simple Shoes : Help Get Quality Footwear Back on Your Feet
87334,Comics,Doug TenNapel Sketch Book Vol 2
87334,Comics,Doug TenNapel Sketch Book Vol 2
156781,Video Games,"Labyrinth, Collectible Card RPG"
97278,Comic Books,Camp Weedonwantcha: Volume 1
57021,Country &amp; Folk,Deb Talan - LUCKY GIRL. The Weepies singer's solo record
51328,Music,CONFLUENCE: the debut solo album from Dylan Saunders
107542,Graphic Novels,reMIND: Volume 2 by Jason Brubaker
56264,Product Design,World's First Hangable Kid Cup - PhillUp by Puj
49100,Hardware,SmartQuad 4-Port (9.6 Amps / 48W) Travel USB Charger
235965,Fashion,"""The Greatest Pants Ever"""
77694,DIY Electronics,Unwired One (formely known as Black Swift)
122407,Documentary,The Milky Way Breastfeeding Film: Every Mother has a Story.
56119,Children's Books,The Wonderful World of Creatures & Code
361764,Tabletop Games,Krosmaster Arena Anime Miniatures Game - Frigost Expansion
183232,Hardware,ATOMS Express Toys
48438,Anthologies,Bones of the Coast - A Comic Anthology of West Coast Horror
46652,Product Design,BiTool: Best Integrated Tool to ease your daily life
86112,Animation,Boerue - Shamanic Sci-Fi Animation Series
85184,Documentary,Sensitive - The Untold Story
230059,Apparel,UNIFORM: World's Softest Tee
103135,Tabletop Games,Deluxe W20 Book of the Wyrm
95485,Documentary,SEED: The Untold Story - The Final Push
1368177,Camera Equipment,AirDog: World's First Auto-follow Drone for GoPro Camera
100490,Hardware,Mojo: Digital Design for the Hobbyist
93763,Cookbooks,"Buck, Buck, Moose: The Venison Cookbook"
39744,Product Design,Nada Bottle: Collapsible Water Bottle = Clean Water
153915,Tabletop Games,Demigods Rising: Strategy Miniature Game
128416,Video Games,Midair
85232,Design,The Field Guide to Human-Centered Design
48575,Documentary,Being Frank: The Chris Sievey Story
44481,Tabletop Games,Steampunk Pirates Bicycle Playing Cards - Printed by USPCC
38161,Tabletop Games,Pencil Dice
41144,Tabletop Games,Guts Of Glory: The Boardgame!
45429,Nonfiction,Boss Fight Books
50863,Tabletop Games,Combat Description Cards for Storytellers and GMs
75266,Video Games,Reformation C64 Track Remakes by Matt Gray (Last Ninja 2)
80513,Tabletop Games,Lord of the Fries
48296,Design,"TYNI WALLET RFID - Stylish, Slim and Secure."
79387,Tabletop Games,Treasure Hunter
16757,Software,Python 101 - Programming from Start to Finish
47580,Video Games,Arakion: Book One
233656,Product Design,JOEY \u2013 The backpack that gives your body a break.
105585,Documentary,DIRTBAG: THE LEGEND OF FRED BECKEY \u2013 a feature documentary
39905,Product Design,Ink Whiskey Concealable Entertainment Flask
632205,Publishing,Moral Superpower: A book on immigration by Tino Sanandaji.
55570,Webcomics,Chief O'Brien at Work Graphic Novel
51534,Art Books,Doodle Quest
97126,Technology,TOB Cable: One cable for everything
66862,Product Design,PROMiXX Vortex Mixer. World's most advanced drinks bottle!
433860,3D Printing,PolySmooth & Polysher: 3D Prints Without Layers
45367,Accessories,The Multi-Purpose Articulate Money Clip
68356,Product Design,Stick Magnets by Strong Like Bull Magnets
111697,Technology,tPOD1 - thermoelectric Power On Demand
366905,Product Design,"Cinch! ultimate pop-up tent. Solar power, LED, heat control"
41887,Product Design,Inslip\xae - A Comfortable Strap for ANY Phone and Tablet
139658,Tabletop Games,Fairytale Games: The Battle Royale
63613,Product Design,Anchor of your style - ONLY MEN bracelet by Verge
35377,Accessories,Thread Wallets 2.0 | Slim Wallet For The Stylish Minimalist
154191,Music,The Worship Initiative
179078,Apparel,The All Day Every Day Pant || PUBLIC REC
37309,Product Design,ryo adapter - NEVER plug in your USB the wrong way again
114155,Tabletop Games,BATTALIA: The Stormgates
136505,Indie Rock,"Polyphonic Spree's Next Studio Album, Live Album & DVD"
281655,Technology,"Notion: Home Awareness, Simplified"
25706,Graphic Design,CMYK Playing Cards USPCC deck
29122,Video Games,Kelvin and the Infamous Machine
162236,Documentary,Lady Ganga
97550,Video Games,Narcissu 10th Anniversary Anthology Project
45328,Product Design,ReveaLED - The UV LED Flash Light for Smartphones
47374,Tabletop Games,"RED FLAGS, the new party game from the creator of SUPERFIGHT"
78668,Tabletop Games,BattleCON: Trials - The Fighting Board Game
96712,Tabletop Games,Dungeon Dice: COLOSSEUM
40015,Gadgets,Snakable The Lightning & Micro USB Cable With Armor
60368,Tabletop Games,"Ultimate NPCs: Skulduggery for 5e, Pathfinder and S&W!"
121084,Romance,God Help The Girl - Musical Film
48806,Tabletop Games,Night Witches
100916,Animation,Bill Plympton's CHEATIN' \u2013 An Animated Feature Film
26464,3D Printing,MODIFI3D : 3D Print Finishing Tool
84630,Music,Turrican II Live Orchestra Album by Chris Huelsbeck
188340,Product Design,INFINITY SEAT - Revolutionizing the bicycle seat
171755,Web,"Support a 100% People-Funded Online News Outlet, Phase 1"
118943,Camera Equipment,Platypod Pro Max
120419,DIY Electronics,"LoPy \u2013 the LoRa, WiFi and Bluetooth IoT development platform"
52173,Graphic Novels,ABBADON by Palmiotti & Gray
571908,Hardware,Motion Capture Technology by Perception Neuron
41798,Product Design,SnapLaces: Adjustable no - tie Laces
109970,Games,The Game of Books: Reward Your Imagination
158933,Apparel,Go Commando with Dear Kate Yoga Pants
144990,Product Design,Titanium Everyday Carry Pocket Knives: The Strand & The West
85005,Product Design,SAVINO: Wine Preserving Carafe
116671,Technology,Legion - The Battery Reinvented
47165,Stationery,Friendship Postcards
63394,Product Design,PocketDoJo: The little blank book that will change your life
184827,Graphic Novels,Atomic Robo Reprint Regalia!
136000,Robots,Wink - Learn to code with a bug! Robots for everyone!
20726,Tabletop Games,Pretense - A Game Night Social Metagame
815601,Robots,OpenROV Trident - An Underwater Drone for Everyone
120263,Games,Let's Throw The Best Gaming Party in The World AGAIN! SGC 3!
45841,Product Design,Hyper-B: Mesmerizing kinetics.
62906,Product Design,"Very Goods, the new Svpply"
116868,Tabletop Games,RUN FIGHT OR DIE! + NEW EXPANSION AND BIG BOX
75126,DIY Electronics,BLEduino: Bluetooth 4.0 (BLE) made easy (Arduino Compatible)
23724,Food,Top Secret Burger Sauce
34768,Electronic Music,The Savlonic Album
73383,DIY Electronics,Galago: Electronics Prototyping Board to Make Things Better
123577,Sculpture,Bring Ai Weiwei's Tree sculptures to London's Royal Academy
35200,Pop,The Sky is Calling: Kim Boekbinder's SPACE! album
46338,Nonfiction,Morbid Anatomy Anthology
36927,3D Printing,LokBuild : 3D Print Build Surface
119629,Product Design,Sunscreenr\u2122 | Is your skin protected?
55633,Indie Rock,"Steve Taylor & the Danielson Foil ""Wow to the Deadness"" EP"
1925,Cookbooks,Recipes by People
233852,Games,Sabertron: Foam Swords with Electronic Scoring
58644,Video Games,Homeworld Touch (iOS/Android) and Homeworld 3 (PC/Mac/Linux)
74781,Video Games,Project: Gorgon - PC MMO
41656,Product Design,"Tyny Tools I Tools for Attaching, Hanging and Organizing"
72378,Fiction,The Chemical Wedding by John Crowley
54762,Technology,Impervious- Invisible Waterproofing Spray For The iPhone
76381,Public Art,THE TEMPLE 2013 - Burning Man
92181,Documentary,INSERT COIN: INSIDE MIDWAY'S 90s REVOLUTION
84743,Design,The Angelica Doll: A natural hair doll for young girls
44771,Product Design,Rouncer - No peeling 5 Seconds Onion Dicer/Slicer +14 Blades
24572,Tabletop Games,Trick of the Rails
137865,Product Design,Bluejay: The world's first smart mount for your car
21009,Documentary,"""Sriracha""\u2014a documentary film by Griffin Hammond"
256804,Food,Sansaire Delta: Make Perfect Cooking Even Easier
48546,Tabletop Games,Unexploded Cow from Cheapass Games
89537,Tabletop Games,Burning Suns
35657,Video Games,Lords of Xulima - An Epic Story of Gods and Humans
31085,Tabletop Games,"For The Win! - Zombies, Pirates, Ninjas, Aliens, and Monkeys"
84613,Art,Designing Obama
96262,Pop,ALLSTAR WEEKEND'S NEW CD! AUTOGRAPHED COPY ONLY $20!
75064,Journalism,Drone on the Farm: An Aerial Expos\xe9
113594,Tabletop Games,FALLEN
60630,Video Games,Celestian Tales: Old North \u2666 Redefining the Classic RPG
563285,Product Design,GoSun Grill: A Breakthrough Solar Oven that Cooks at Night
49774,Video Games,Aurion: Legacy of the Kori-Odan
118824,Video Games,Unforgotten Quest
90554,Tabletop Games,Thebes
41735,Hardware,The TAP by ARMORZ intelligent screen protector for iPhone 6S
50329,Tabletop Games,"Starving Artists - Award-Winning, Paint-by-Cube Game"
194682,Product Design,1Q: Natural sound for your mobile life
50141,Webcomics,Chester 5000: Isabelle and George
307600,Technology,Ube (now Plum) WiFi Connected Smart Light Dimmer
138708,Tabletop Games,Argent: the Consortium - Influence. Intrigue. Power.
46291,Tabletop Games,Wizards of the Wild - The Card Game of Animal Sorcery!
36413,Video Games,Invisigun Heroes
126623,Graphic Novels,BRIAN PULIDO\u2019S NEW GRAPHIC NOVEL: LADY DEATH: OBLIVION KISS!
43234,Wearables,VR Lens Lab - Glasses for Virtual Reality Headsets
135638,Apparel,The JUMP PANTS | not your average sweatpants
90118,Video Games,Diamond Trust of London
59574,Video Games,Pale Blue - Monstrous 2D Side Scrolling Action Adventure
57089,Wearables,Jaha: The Most Affordable Fitness Band That Motivates You
84400,Tabletop Games,Interface Zero 2.0: Full Metal Cyberpunk
67515,Webcomics,Dumbing of Age: The Fourth Book Collection
146296,Tabletop Games,Space Cadets: Away Missions
44271,Video Games,K\xf4na
145170,Sound,Minim: Pocket-sized Wireless Instrument for Music Creation
42555,Shorts,The Lord of Catan
84817,Photography,City of Darkness Revisited
50843,Food,Garlic Shaker - Simply the Best Way to Peel Garlic
93350,Photography,The SpiderLight Hand Strap
169945,Webseries,WHERE THE BEARS ARE: SEASON 5 The Gay Comedy Mystery Series
123310,Gadgets,The Lil Trucker\u2122
110483,Gadgets,Mstick : One Source Multi Use Smart LED Light
47746,Games,Trial of the Clone 2: Wrath of the Pacifist
73642,Tabletop Games,Shipwrights of the North Sea
68201,Camera Equipment,olloclip: iPhone quick change camera lens system
81294,Product Design,The HuMn Wallet: Mini
72408,Apps,Membus Tour: creating the world's first video dictionary
366562,Tabletop Games,Krosmaster Arena Anime Miniatures Board Game
53854,Puzzles,The X-Cube
253065,Wearables,Stryd \u2013 The World\u2019s First Wearable Power Meter for Running
53497,Software,Edge Up Sports: Making Football More Fun Through Analytics!
648691,Sound,World\u2019s 1st Earphones that save your hearing & your music!
88020,Tabletop Games,DRAGOON - The Action Strategy Game of Dragons!
155162,Product Design,KONE Coffee Filter + Brewing System
70559,Food,Six Foods - Introducing Chirps (Cricket Chips)
142719,Technology,What Makes You Come Alive? Bring it to The HUB!
58758,Anthologies,Broken Frontier: The boldest comics anthology in the galaxy
61606,Documentary,Beep: A Documentary History of Video Game Music & Sound
81565,Hip-Hop,"Flobots' TWO NEW ALBUMS for 2016 ""NOENEMIES"""
35846,Children's Books,Learn languages through stories
64125,Comics,Peter Pan: The Graphic Novel - Vol. 1
93051,Tabletop Games,Dawn of the Zeds: Third Edition
422390,Mixed Media,The Mysterious Package Company
42877,Fiction,Steampunk Holmes
195805,Hardware,IR-Blue - Thermal Imaging Smartphone Accessory
174195,Animation,Last Days of Coney Island
101163,Product Design,iPhone 5 Dock. iPad Dock. iPad Mini Dock. All in 1.
64724,Product Design,Belle-V: The Ultimate in Kitchen Products
93157,Tabletop Games,Nothing Personal
43775,Tabletop Games,Margaret Weis Productions: Cortex Plus Hacker's Guide
318157,Music,Hoffman Academy 2.0 - Online Piano Lessons for Everyone
90729,Music,The Tortoise & The Crow: Triple Album by The Grouch & Eligh
242014,Product Design,The Modern Day Briefcase
85977,DIY Electronics,MetaWear: Budget Conscious Tiny Programmable BLE Sensors
60526,Jazz,Jazz Is for Everybody
30083,Product Design,QooQi for your cables
60957,Product Design,bottleLoft... by Strong Like Bull Magnets
82365,Product Design,Wipebook Pro
36952,Anthologies,Enough Space For Everyone Else: An Anthology
48686,Product Design,ClipBook\u2122 Magnetic Clipboard
78587,Publishing,A Softer World 4: Let's Do Something Wrong
121649,Fantasy,Legend of Grimrock: The Series
22866,Video Games,Car Mechanic Simulator 2015
110485,Hardware,Mixfader - the world's #1 connected object for becoming a DJ
60129,Food,Naked Sea: Naturally Harvested Gourmet Mineral Dead Sea Salt
126109,Tabletop Games,Ernest Gary Gygax Jr.'s Marmoreal Tomb Campaign Starter
150241,Hardware,Voltaire Smart Grinder + Ever Cup Travel Mug
104228,Art Books,Cthulhu - The Art of Richard Luong
60376,Tabletop Games,Penny Press
88152,Hardware,SBrick - Smart way to control all your LEGO\xae Creations
144890,Hardware,Mohu Channels: Personal Channel Guide Makes TV Smarter!
298385,Technology,Tagonce - The Next Generation Luggage Tag
57275,Documentary,NWHL: History Begins
68755,Video Games,Tahira: Echoes of the Astral Empire
30151,Nonfiction,"Descartes' Meditations, Bro"
134570,Shorts,ReMoved. Part Two.
61089,Product Design,The Oomph | Portable Coffee Maker
107534,Food,Nourishmat - Changing the Way We Think About Food
55535,Music,The Doubleclicks' New Album: PRESIDENT SNAKES
54188,Hardware,BubblePod - Professional 360\xba images in less than a minute.
231543,Hardware,Clairy: The Most Amazing Natural Air Purifier
85612,Camera Equipment,COVR Photo* - An iPhone Case with a Built In Camera Lens
24921,Video Games,Dropsy
30835,Video Games,Eldet
170002,Product Design,Rossling & Co - Ultra-Thin Watches & Tweed Straps
31261,Product Design,The 7 inch Bendy USB Charging Cable- Apple Certified
70213,Webcomics,Dumbing of Age: The Fifth Book Collection
210377,Hardware,Remix: A laptop experience on a big Android tablet.
42792,Product Design,COLLAR PERFECT: Iron Out the Wrinkles In Your Life
33836,Tabletop Games,Norsaga
32527,Tabletop Games,Dungeon Time - A Cooperative Real Time Fantasy Card Game
58463,Product Design,OneBowl - Closed
61985,Product Design,"PUSH: Your Wallet at the Touch of a Button iPhone 5, 5S, 5C"
260962,Tabletop Games,The Guide to Glorantha
104426,Tabletop Games,DRAGONLOCK\u2122 28mm Scale Dungeon Gaming Terrain
40778,Electronic Music,"Neon, Savlonic's 2nd Album"
68508,Video Games,Days of War (Early Access)
68359,Classical Music,Musopen: Record and release free music without copyrights.
40235,Video Games,Red Goddess: Inner World
58624,Fashion,Lasso: your very own must-have slippers for ultimate comfort
43383,Comics,Unsounded Comic Volume 1
26561,Technology,Tapos\xe9: Bringing the Courier to the iPad
27904,Tabletop Games,Strife: Legacy of the Eternals
52572,Product Design,Meet bolo: The Rolling Knife
55451,Comics,Dumbing of Age: The Second Book Collection
142726,Design,"THAMES BATHS LIDO - for swimming, for relaxing, for everyone"
43572,Vegan,The Vegan Zombie Cookbook
109391,Product Design,ONDU Pinhole Cameras
43833,Video Games,Through the Woods
60526,Tabletop Games,Big Games for Small Pockets: Dice Hate Me's 54-Card Rabbits
89073,Design,WooBots - Transformable Wooden Robot
38912,Product Design,Dash Greek Yogurt Maker - Make Fresh Greek Yogurt at Home
88221,Product Design,iFetch : The Ball Launcher for Dogs
64214,Video Games,Madness: Project Nexus 2
60302,Product Design,SegSac: Elevate the way you pack
93429,Product Design,"ZipGripGo - Emergency Traction Aid for Snow, Ice or Mud"
32184,Product Design,Plinth - the World's best stand for your Tablet / iPad
115414,Gadgets,OctoFire 8 Port USB 3.0 Hub with Rapid Charging (96 Watts)
65310,Journalism,Livestreaming the 2014 Race for Governor
236625,Tabletop Games,Fairytale Games: The Miniatures Campaign
116575,Hardware,\xb5Current GOLD - Precision Multimeter Current Adapter
38701,Vegan,Green Pea Cookie - The Happeaest Cookie on Earth!
35415,Video Games,Kologeon
134743,Technology,"HAPIfork: eat slowly, feel better"
127228,Hardware,BitLock: Unlock your bike with your phone
98475,Tabletop Games,Barbarossa Anime Card Game from Japan!
34026,Video Games,Cult: Awakening of the Old Ones
50872,Design,ROYAL OPTIK Playing Card Deck
83832,Tabletop Games,Saltlands - Sail through the Desert!
19433,Tabletop Games,KEEP
61743,Tabletop Games,ZWEIH\xc4NDER Grim & Perilous RPG
113975,Tabletop Games,"Fragged Empire, Tabletop RPG"
259166,Tabletop Games,Galaxy Defenders - The Earth Strikes Back! boardgame
143797,Product Design,UGEARS: Christmas mechanical symphony
78367,Video Games,Shadow Era: Shattered Fates - Cross Platform Card Game
251887,Robots,uArm: Put a Miniature Industrial Robot Arm on Your Desk
471909,Gadgets,Skreens: Everything you want on one display.
67629,Tabletop Games,Rocket Dice
76021,Tabletop Games,Among the Stars: The Ambassadors
7938,Tabletop Games,SHADOW AGENTS - diceless game of super spy v evil mastermind
195101,Tabletop Games,Serpent's Tongue - Become Magi
47273,Cookbooks,"""Eat Like A Gilmore"" Cookbook"
50832,Video Games,RETRO Video Game Magazine Year Two
14307,Hardware,Small Micro SD card adapter for Raspberry Pi
177277,Sound,Flare Audio - a revolution in pure sound IEM earphones
43664,Tabletop Games,Eight-Minute Empire: Lost Lands
19546,Accessories,"The Hooky - the simple, solid, spinny keychain."
74784,Tabletop Games,Days of Ire: Budapest 1956
20112,Software,Learn to Program iOS and OS X with Apple Swift
351857,Accessories,Axess: Front Pocket Wallets in Italian Leather
61706,Art Books,Gay Men Draw Vaginas
20709,Video Games,Course: Make a Stunning Fantasy RPG with GameMaker Studio
28086,Video Games,3D Dictionary \u300cSanJiten\u300d
53509,Product Design,Grafton - The Perfect EDC Pen
60338,Product Design,Rever Vant Clipfold- The Most Cash Accessible Wallet
54676,Video Games,Fighting Fantasy: The Warlock Of Firetop Mountain
117186,Documentary,Boy Howdy! The Story of CREEM Magazine
59644,Video Games,The Wild Eight \u2013 An Eerie Survival Adventure
29223,Tabletop Games,Dead Drop - A Pub Series Game
123312,Camera Equipment,"StayblCam - Super Steady Video with iPhone, GoPro, and More!"
325952,Flight,PhoneDrone Ethos - A whole new dimension for your smartphone
43625,Graphic Novels,Baggywrinkles: A Lubber's Guide to Life at Sea
33759,Product Design,Keyprop\u2122: Simplest Stand + Clap-to-Snap App
32096,Illustration,Sir Boast-A-Lot: A Fanbook
28696,Video Games,Cosmochoria
39213,Product Design,Natsu - The Smallest Minimalist RFID Blocking Leather Wallet
47997,Tabletop Games,Wolfed
136450,Sound,C.24 - The Music Keyboard for iPad
151880,Camera Equipment,ViDi Action Camera: The Best Action Camera under $100
70807,Illustration,The Amanda Palmer Tarot
118252,Product Design,Bongo: Bamboo Bluetooth Speaker
158360,Tabletop Games,The Banner Saga Warbands
39392,Graphic Design,P\xf3stumo - The Deck of the Dead USPC-Printed Playing Cards
20377,Tabletop Games,Avignon: A Clash of Popes - A two player micro card game.
76271,Webseries,Marble Hornets Season 3 DVD
110858,Film &amp; Video,Signing Time Christmas! 2 DVDs + Music CD
342185,Apparel,The Blazer by Bluffworks
70301,Photo,Frame by Frame
70301,Photo,Frame by Frame
43039,Apps,Pixabay Mobile App
649663,Technology,RoBo 3D Printer
2319876,Technology,SpeedX Leopard | the first ever smart aero road bike
213404,Technology,GeeFi | Unlimited 4G Wi-Fi Everywhere You Travel
30757,Comics,Kingdom of Loathing Comic Book For Great Justice!
160032,Technology,O6 - Free Your Eyes
93374,Space Exploration,#TeamMopra - Save the Mopra Telescope & Map the Milky Way
106372,Music,The Lone Tree Recordings
51798,Anthologies,Eat More Comics! The Best of The Nib
32205,Food,Trini Pepper Sauce: Fresh Hot Sauce from Trinidad and Tobago
50473,Video Games,Treachery In Beatdown City: A new way to beat-em-up!
88202,Gadgets,BatteryBot: The Fun Mobile Device Charger with Personality!
116150,Tabletop Games,13th Age in Glorantha
165730,Technology,"Timelapse+ : powerful features, brilliant timelapse"
132102,Product Design,MOVA is #1 Cycling Jacket in Kickstarter History
92000,Ready-to-wear,"""Period of Control"""
89833,Theater,NOW. HERE. THIS. Original Cast Recording
58333,Product Design,Corter Leather Bottle Hook
112513,Video Games,The Fall of Nemesis: Clash of the Kaijujin
122874,Tabletop Games,The Doom That Came To Atlantic City!
60004,Product Design,ShaveFace: The Strop
106484,Design,HangKey: Ultimate Titanium Pocket-Clip KeyHolder For EDC
60269,Tabletop Games,Ultimate Bestiary: Revenge of the Horde! New 5E Monsters!
44355,Animation,FLEWN
49184,Tabletop Games,Tower: A Board Game of Buying and Building
25457,Video Games,Hot Tin Roof: The Cat That Wore A Fedora
39076,Technology,Estylo 1.1: magnetic dual tip capacitive stylus for iPad
38269,Video Games,Nelo
25274,Tabletop Games,Farmageddon - The frenetic farming game
70853,Nonfiction,Permaculture Playing Cards
24450,Video Games,STARWHAL
28574,Tabletop Games,Unreal Estate - A Fantasy Cityscape Card Game
46229,Video Games,"Eimear Noone Presents ""Songs of Zelda: The Celtic Link"""
44647,Playing Cards,The Goonies Bicycle Playing Cards by USPCC
181385,DIY Electronics,Fibonacci Clock - An open source clock for nerds with style
57358,Hardware,Impact & Super Scratch Resistant Screen Protectors
58796,Tabletop Games,MUNCHKIN\xae BRICKS - Accessories for your miniature figures
175458,Technology,MiiPC - Power to the Parents!
43838,Documentary,TWINSTERS
343894,Product Design,Articulated Icons: The Feudal Series - Ninja Action Figures
54911,Food,Exo: Protein Bars Made from Cricket Flour
66326,Tabletop Games,DISTURBED FRIENDS -  This party game should be banned
46203,Documentary,I Get Knocked Down (The Untold Story of Chumbawamba)
45474,Design,Gravity XS: A high performance keychain.
56519,Food,FARMcurious Fermenting Set
37043,Tabletop Games,MONSTROUS - The Game of Mythic Mayhem
100108,Documentary,ALMOST SUNRISE - a documentary about an epic journey
247379,Product Design,Wearhaus Arc - Wireless headphones reinvented
48671,Product Design,Imbue // Creative Tool
50329,Comics,MOLLY DANGER
82000,Shorts,TROLL BRIDGE
391166,Product Design,Sentri: All-In-One Home Monitoring Made Simple
120930,Documentary,SCORE: A Film Music Documentary
37129,Video Games,Pumpkin Online - A Farming/Dating Sim MMORPG
88259,Tabletop Games,CoolMiniOrNot Base System Featuring Micro Art Studio
214345,Product Design,The Hughes - Aerospace Grade Titanium Aviator Sunglasses
61455,Film &amp; Video,The Punk Singer: The Documentary about Kathleen Hanna
431687,Food,The New Garden Tower - Powering a Fresh Food Revolution
9545,Webseries,Joe Goes To AUSTRALIA & NEW ZEALAND
62909,Technology,DIY Virtual Reality for the Masses
36860,Comic Books,4-Panel Life: THE BOOK
38631,Fiction,"BLACKGUARDS: Tales of Assassins, Mercenaries, and Rogues"
76121,Hardware,SmartWallit - You Will Never Lose Your Wallet Again
61289,Accessories,"The Articulate Clutch: Functionality, Affordability & Style"
239440,Horror,GEHENNA - Where Death Lives
40911,Tabletop Games,Captain's Wager
75393,Apps,Autism Village | Easily Find Autism Friendly Places
206572,Product Design,Slim Pack Weatherproof Minimal Commuter Backpack by SlimFold
98813,Tabletop Games,PANDEMONIUM: fantasy survival horror & miniatures
62163,Fashion,Notebook Wallet: Planner + Travel & Everyday Essentials
73045,Accessories,Ricefield Collective: Knit 4 Life
45378,Children's Books,The Boy and the Lemon
64154,Video Games,HABITAT: A Thousand Generations in Orbit
53365,Product Design,i-Ox Smartphone Grip - NEW way of using your device
109933,Music,Jon Anderson & Jean-Luc Ponty Project
275196,Wearables,CARV: The world\u2019s first wearable that helps you ski better!
76969,Playing Cards,Legal Tender - Currency inspired Playing Cards
225574,Technology,Darma: Sit smart for a healthy body and mind
82658,Product Design,The Infinite Loop Tablet and Smartphone Stand
82658,Product Design,The Infinite Loop Tablet and Smartphone Stand
57667,Documentary,GAME LOADING: Rise Of The Indies
43342,Tabletop Games,Rewordable \u2022 The uniquely fragmented word game
78023,Tabletop Games,Kingdom Builder Harvest
73062,Product Design,CordLite - illuminated Charger Cable for your iPhone
46418,Product Design,JUICIES+ XS & XL - Premium USB Cables for iPhone & Android
67108,Graphic Design,Albino Dragon's Synthesis Cyberpunk Playing Cards
61324,Children's Books,The Wonderful Wizard of Oz Illustrated
100360,Apparel,Proviz REFLECT360 CRS - A Cycling Jacket Revolution
81549,Documentary,She's Beautiful When She's Angry
35153,Product Design,Piranha - Knotless Gear Tie. Fish Bone 2.0
168850,Gadgets,I LOCK IT - The world's first fully automatic bike lock
107783,DIY Electronics,DigiX - The ultimate Arduino compatible board with WiFi!
169170,Narrative Film,"""People of the Delta"" Film Project"
86248,Technology,XG Virtual Reality Headset
83762,Publishing,Last Gasp Books Fall Publishing Season
56728,Radio &amp; Podcasts,Revive Retronauts - Your Favorite Classic Gaming Podcast!
162386,Hardware,Kapture:  the audio-recording wristband
19907,Tabletop Games,Pocket Imperium: Prosperity
53186,Nonfiction,Boss Fight Books: Season 2
19620,Tabletop Games,Mathematician's Dice
70701,Product Design,TerraSphere Zero: Self-Sustaining Water Terrarium
47527,Tabletop Games,King's Forge 2nd Edition and Apprentices Expansion
105141,Animation,Least I Could Do: The Pilot
57397,Webseries,The Comic Book Girl 19 Show Phase 2: Full Steam Ahead!
67764,Video Games,Edo Superstar
148637,Graphic Design,"""World's First 3D Metal and Mechanized Playing Cards"""
30787,Games,"Tiny Games: Hundreds of real-world games, inside your phone."
68121,Hardware,Supertoy - World\u2019s First Natural Talking Teddy Bear
39156,Video Games,TSIOQUE - An animated 2D adventure game
68985,Documentary,Standing in the Stars : The Peter Mayhew Story.
79335,Indie Rock,John Vanderslice's DAGGER BEACH: The New Album
37290,Tabletop Games,Pocket Imperium
18636,Comic Books,Animal Lives Book
48697,Nonfiction,The Bitmap Brothers: Universe
46447,Fashion,July Nine Reusable Bag
18497,Art,The Love Longer KC Project
61072,Video Games,Dungeons of Aledorn - Old School Hardcore RPG
66638,Tabletop Games,Keyflower: The Merchants
37087,Hardware,WIK LED Lightning Cable for iPhone LIFETIME WARRANTY
85870,Documentary,Magna Carta: Our Shared Legacy of Liberty
78700,Documentary,Deep Web: The Untold Story of Bitcoin and The Silk Road
154591,Tabletop Games,BattleCON: Devastation - A Fighting Card Game
58081,Indie Rock,no country for old musicians
